PlotCode,AGB,Lat,Long,Area,Altitude,Midpoint,Continent,VPD,VPDmax,Srad,Srad.cv,MTWM,Alt.WC,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Min.temp,Max.temp,WarmMin,CloudSD,Cloud,Warm.rate,Warm.rate2,mcwd,ndry1,ndry2,wind,wind.max,CEC,Sand,Clay,pH,Rock.depth,Rhoriz.prob
EJA-05,403.3899312,5.75,8.99,1,166,2004.30125,AF,0.706732355,1.035779858,14702.08333,0.149775465,27.61000076,148,26.18499994,9.099999746,77.77778321,86.45809476,32.13994576,20.11000076,11.69999886,25.12666654,26.32666635,27.36000013,25.12666654,2393,375,7,71.58473514,1113,92,336,1113,21.96494621,30.73499981,23.30999962,16.58,70.2,0.016608345,0.017094548,-234,7,4,1.266666661,1.5,2.00372972,60.66666667,22.25,51.08333333,133.88,10
ITU-01,490.0112769,1.35,28.45,0.25,750,1988.714,AF,0.863528669,1.097120387,15829.16667,0.073300437,24.84499962,739,24.31583316,9.674999714,89.58332119,39.33878609,29.740034,18.84499962,10.80000114,23.92833327,24.54499975,24.82833384,23.82833289,1677,187,61,29.10858469,526,236,424,485,19.57336654,29.15333302,20.14500076,4.4,66.2,0.027733285,0.025587839,-64,4,3,1.475000004,1.700000048,2.130213867,44.08333333,40.5,47.66666667,24.23,10
ITU-02,519.9687186,1.35,28.53,0.44,750,1987.8645,AF,0.857353499,1.079761893,15835.41667,0.07349993,24.90000076,790,24.38333356,9.666666667,89.50617916,39.61938188,29.77782457,18.90000076,10.79999924,23.98333346,24.65000013,24.88333308,23.88333371,1668,184,62,28.39066193,523,238,421,486,19.62782479,29.21666689,20.2,5.1,66.66,0.029295334,0.027168639,-62,4,3,1.508333315,1.799999952,2.036881927,42.66666667,40.5,46.33333333,23.07,10
ITU-03,464.7241773,1.33,28.6,0.5,750,1988.5,AF,0.857460013,1.071228252,15829.75,0.071857286,24.88500076,787,24.31833344,9.699999968,89.81482087,38.57300857,29.68008986,18.78500038,10.79999924,23.96833346,24.56833352,24.80166616,23.83500025,1664,182,62,28.33423648,521,237,416,486,19.5634237,29.16833343,20.08499962,4.05,67.59,0.029295334,0.027168639,-63,4,3,1.524999996,1.799999952,2.130213867,43.08333333,39.83333333,48.58333333,24.27,12
ITU-04,381.4115789,1.45,28.42,0.5,750,1987.8795,AF,0.853188633,1.081228242,15804.5,0.076375605,24.99000076,808,24.35666676,9.666666667,88.68501839,44.27872579,29.7636798,18.79,10.89999962,23.90666679,24.65666679,24.90666648,23.80666673,1725,190,62,29.67223003,547,238,431,501,19.59701361,29.1900001,20.29,5.24,69.88,0.027733285,0.025587839,-62,4,3,1.508333335,1.799999952,2.036881927,41.16666667,44.08333333,47.33333333,21.82,13
ITU-05,341.007392,1.42,28.5,0.5,750,1988.085,AF,0.851883537,1.08279121,15811.83333,0.074794549,25.00500038,831,24.37583338,9.591666698,88.81171928,42.39738706,29.68881602,18.80499962,10.80000114,23.98833333,24.63833327,24.88833359,23.82166667,1709,188,63,28.95511522,539,240,428,500,19.66381528,29.17166673,20.30499962,4.39,69.25,0.029295334,0.027168639,-60,4,3,1.516666661,1.799999952,2.100060829,43.41666667,40.5,47.08333333,22.92,13
ITU-06,408.4179882,1.43,28.58,0.5,750,1988.2505,AF,0.858063831,1.089761883,15851.16667,0.07575719,24.85000076,780,24.30416694,9.775000095,88.86363723,42.50444112,29.73831166,18.65,11,23.91666705,24.60000045,24.83333308,23.78333384,1691,186,62,28.96814313,530,235,420,497,19.50497855,29.19166698,20.15,5.28,67.23,0.029295334,0.027168639,-65,4,3,1.508333335,1.799999952,2.047692843,44.16666667,39.5,47.58333333,23.13,10
CAP-09,397.8085731,4.85,-2.04,1,126,2003.54075,AF,0.385055334,0.462826431,16068,0.135054164,26.86999962,120,25.58250011,6.441666444,66.40894025,110.0232194,30.209795,20.17000076,9.699998856,25.20333359,26.41999981,26.75333314,24.03666692,1600,378,32,75.27103993,784,144,284,281,22.70146227,28.80333333,23.86999962,10.27,81.72,0.019131794,0.018326949,-157,7,6,2.141666641,2.599999905,1.992430165,57.41666667,27.08333333,47.25,63.48,9
CAP-10,207.1376713,4.8,-2.05,1,68,2003.53775,AF,0.340961725,0.430035156,16170.16667,0.132536313,26.84999924,78,25.58750006,6.324999491,65.88542184,112.1104307,30.18973963,20.25000076,9.599998474,25.16666679,26.46666635,26.75000013,24.01666686,1564,384,32,78.69263191,788,138,270,269,22.76474071,28.74999981,23.84999924,12.76,78.43,0.019131794,0.018326949,-168,7,6,2.266666661,2.799999952,2.159484249,58.08333333,26.5,47.83333333,53.82,9
GBO-02,353.8678263,5.4,-7.62,1,172,1996.609,AF,0.836432879,1.040834875,16567.91667,0.123686578,26.905,153,25.64666695,10.26666673,76.04938319,89.66687611,31.98695371,18.405,13.5,25.78833352,26.08833371,26.7216666,24.47166692,2206,303,60,45.04396793,775,258,480,554,20.59528729,30.78000032,22.405,13.55,73.89,0.008425926,0.007059497,-43,3,2,1.275000006,1.899999976,2.159484249,60,25.41666667,48.08333333,55.23,7
GBO-08,387.2129226,5.39,-7.6,1,174,1997.1725,AF,0.836432879,1.040834875,16588.33333,0.123934633,26.94,162,25.67333359,10.25,75.92592593,89.29859683,32.02593173,18.44,13.5,25.80666679,26.12333371,26.73999987,24.50666692,2197,302,60,44.88071375,774,257,479,553,20.63426532,30.79833359,22.44,13.26,72.68,0.008425926,0.007059497,-44,3,2,1.250000015,1.799999952,2.277267285,61,25.5,47.83333333,54.31,7
EDO-01,329.1814077,1.56,28.52,10,814,2000.762,AF,0.861407638,1.119761855,15907.75,0.07994987,24.68000076,810,24.04666676,9.816666603,88.43843483,44.83977883,29.92610326,18.37999962,11.10000038,23.59666679,24.36333352,24.59666648,23.49666673,1731,191,62,30.09583899,550,233,427,514,19.58443672,28.95500006,19.87999962,4.83,68.91,0.030528499,0.028302453,-67,4,3,1.524999996,1.799999952,1.992430165,44.08333333,40.08333333,48.33333333,22.72,10
EDO-02,318.4383141,1.56,28.52,10,813,2001.206,AF,0.862070996,1.119761855,15919.08333,0.078739912,24.69500076,812,24.06166676,9.816666603,88.43843483,44.83977883,29.95366955,18.39499962,11.10000038,23.61166679,24.37833352,24.61166648,23.51166673,1730,191,62,30.15278377,550,233,426,513,19.61200301,28.97000006,19.89499962,5.11,68.98,0.030528499,0.028302453,-67,4,3,1.508333325,1.799999952,1.884541203,43.83333333,41.08333333,48.33333333,21.98,9
LEN-01,420.3066997,1.32,28.65,10,815,2000.9115,AF,0.855097786,1.062791229,15830.66667,0.071599268,24.57500038,810,24.00416662,9.724999905,90.04630177,37.926846,29.70729304,18.475,10.79999924,23.67500013,24.25833314,24.47499968,23.52500019,1663,184,62,28.53181737,520,236,417,487,19.57396047,28.86666657,19.77499924,4.79,69.26,0.029295334,0.027168639,-64,4,3,1.524999996,1.799999952,2.149822338,42.41666667,41.58333333,49,23.86,12
LEN-02,437.1629255,1.31,28.65,10,809,2001.3295,AF,0.851486698,1.062791229,15799,0.073608254,24.51,811,24.02666665,9.716666381,89.96913951,37.07076684,29.75364953,18.51,10.79999924,23.6933334,24.27666673,24.47666654,23.56000019,1668,186,62,28.7171608,522,236,419,489,19.61198376,28.88499984,19.80999924,4.43,69.47,0.029295334,0.027168639,-64,4,3,1.516666671,1.799999952,2.159484249,45.33333333,39.83333333,49.75,23.37,11
DJA-01,381.0118343,3.33,12.87,2.25,590,1997.1305,AF,0.532675056,0.711228118,13910,0.134553344,25.05500038,681,24.01333332,9.133333683,82.2822826,64.94170256,29.46786488,18.25499924,11.10000038,23.7716666,24.03833333,24.90500013,23.33833321,1611,295,28,60.36651733,643,104,343,432,19.55953174,28.58000016,20.75499924,8.99,78.37,0.009661496,0.009304255,-196,6,4,1.066666692,1.200000048,2.251291799,47.75,45.5,49.25,76.12,9
DJA-02,257.1346268,3.32,12.87,2.5,590,1997.21,AF,0.529756609,0.711228118,13907.16667,0.133609297,25.08000038,686,24.02999995,9.133333683,82.2822826,64.66698175,29.49360457,18.27999924,11.10000038,23.7966666,24.06333333,24.93000013,23.36333321,1613,296,28,60.49770551,645,104,343,433,19.57693806,28.59666679,20.77999924,8.75,78.08,0.009661496,0.009304255,-196,6,4,1.066666692,1.200000048,2.277267285,47.16666667,46.33333333,49.33333333,84.8,8
DJA-03,412.4251138,3.3,12.87,2.5,570,1995.48,AF,0.528923276,0.711228118,13896.33333,0.133751487,25.21000038,692,24.1725,9.141667048,82.35735796,63.9646563,29.60750821,18.40999924,11.10000038,23.9266666,24.19333333,25.06000013,23.52666667,1613,298,29,60.50835747,646,105,344,429,19.69917506,28.74333352,20.90999924,8.87,78.98,0.009661496,0.009304255,-195,6,4,1.066666692,1.200000048,2.343407088,46.33333333,46.5,49.33333333,84.06,9
DJA-04,354.1942873,3.33,12.87,2.5,610,1995.5005,AF,0.532675056,0.711228118,13910,0.134553344,24.95500038,681,23.91333332,9.133333683,82.2822826,64.94170256,29.35269894,18.15499924,11.10000038,23.6716666,23.93833333,24.80500013,23.23833321,1611,295,28,60.36651733,643,104,343,432,19.4443658,28.48000016,20.65499924,8.99,78.37,0.009661496,0.009304255,-196,6,4,1.066666692,1.200000048,2.251291799,47.75,45.5,49.25,76.12,9
CAM-01,453.2089243,2.35,9.93,1,58,2004.8065,AF,0.365468656,0.440035147,14406,0.10010445,26.41999962,62,25.53666681,7.283333302,77.48227231,79.66786312,30.32134644,20.62000038,9.399999619,25.08666692,26.13666711,26.40333321,24.47000013,2468,459,80,60.69423827,1073,277,541,608,22.1963466,29.17833346,22.81999924,5.74,85.28,0.015012025,0.015214523,-39,4,3,1.683333317,2.099999905,2.187922185,49.58333333,31,46.66666667,53.79,3
CAM-03,507.7063498,2.41,9.9,1,100,1999.7505,AF,0.352800745,0.429792301,14384,0.101953398,26.21999924,84,25.33666667,7.049999555,76.63043948,81.02560514,30.04442144,20.62000076,9.199998856,24.86999981,25.95333314,26.20333346,24.22000051,2522,469,80,60.68078537,1095,277,543,637,22.03608871,28.86166644,22.62000076,6.6,82.42,0.015012025,0.015214523,-38,4,3,1.766666661,2.200000048,2.583997552,46.91666667,32.16666667,47.66666667,38.14,4
UDJ-01,172.3255365,-8.59,35.87,0.25,510,2003.288,AF,0.745754704,1.042791248,16933.83333,0.110310642,25.81,672,23.57666669,9.816667,64.58333634,178.88967,31.11729983,15.50999981,15.19999981,24.61000019,21.62666676,25.3766666,21.0266667,1550,375,6,101.3427335,902,23,480,31,19.07563341,28.48500019,20.81,13.62,64.56,0.021863276,0.022271447,-468,9,6,2.024999976,2.5,2.577688383,44.16666667,35.08333333,53.25,29.41,48
UDJ-02,160.4181825,-8.59,35.87,0.25,630,2001.834,AF,0.745754704,1.042791248,16933.83333,0.110310642,25.21,672,22.97666669,9.816667,64.58333634,178.88967,30.48491715,14.90999981,15.19999981,24.01000019,21.02666676,24.7766666,20.4266667,1550,375,6,101.3427335,902,23,480,31,18.44325072,27.88500019,20.21,13.62,64.56,0.021863276,0.022271447,-468,9,6,2.024999976,2.5,2.577688383,44.16666667,35.08333333,53.25,29.41,48
LWW-01,383.2033762,-0.2,11.56,1,350,1999.5985,AF,0.555729533,0.629686946,12013.58333,0.172609297,25.975,345,25.03333324,7.666666667,70.9876468,101.574715,29.69074216,18.77499924,10.80000114,25.27499987,23.52499987,25.94166654,23.52499987,1781,313,3,70.16365854,771,36,564,36,21.31574168,28.86666657,22.475,6.26,80.61,0.00827381,0.007928334,-272,5,4,0.933333327,1.200000048,2.302585093,51.66666667,34.5,47.25,45.93,16
LOP-25,384.6716765,-0.21,11.62,2.5,300,1999.5955,AF,0.601053707,0.68301602,11979.41667,0.174947808,26.59499962,339,25.64083344,7.924999714,72.70642194,96.40015429,30.41071837,19.39500076,10.89999962,25.86166635,24.22833378,26.52833365,24.22833378,1750,307,3,69.96177459,757,36,553,36,21.79405158,29.6033333,22.89500076,7.53,80.98,0.00827381,0.007928334,-273,5,4,0.933333327,1.100000024,2.367123614,53.91666667,31.25,48.25,57.31,14
OVG-01,444.9630066,0.73,11.37,1,580,1999.99975,AF,0.368756991,0.430001265,12215.75,0.176033425,24.31500076,603,23.29416663,8.108333588,74.38838414,89.75871538,28.1656052,17.115,10.89999962,23.19833333,22.03166667,24.16499987,22.03166667,1838,332,9,65.30494447,751,80,583,80,19.39060542,27.34833343,20.51499962,5.6,85.26,0.010229678,0.01004054,-220,5,4,1.091666689,1.200000048,2.319114395,44.41666667,42.58333333,46.08333333,48.8,8
DJK-01,476.7647825,3.33,12.72,1,647,2010.16475,AF,0.544458391,0.712791325,13820.66667,0.138566156,24.80500076,668,23.80916673,9.008333206,82.64526166,63.58451308,29.23913886,18.105,10.89999962,23.55500013,23.88833378,24.68833333,23.12166705,1606,296,28,61.10033515,645,103,343,427,19.53913937,28.31333333,20.605,9.15,77.7,0.009661496,0.009304255,-197,6,4,1.083333363,1.200000048,2.1690537,49,42.91666667,50,75.46,9
DJK-02,329.5319324,3.33,12.72,1,722,2010.176,AF,0.542098111,0.728392091,13836.25,0.138393191,24.48999924,660,23.45250005,9.041666508,82.19696825,65.26605844,28.92424391,17.69,11,23.20666673,23.52333365,24.33999994,22.74000019,1603,295,28,61.00737692,643,103,342,426,19.16591071,27.9733333,20.29000038,9.11,77.97,0.009661496,0.009304255,-197,6,4,1.083333363,1.200000048,2.140066163,50.91666667,41.5,50.33333333,75.09,9
DJK-03,482.038814,3.36,12.72,1,639,2010.16925,AF,0.552153255,0.728392091,13871.08333,0.138968889,24.83999924,647,23.83166659,9.049999714,82.27272467,64.69624919,29.27418111,18.04,11,23.57333314,23.90666648,24.72333308,23.14000006,1598,295,27,61.34963204,643,101,339,427,19.54084784,28.35666644,20.64000038,8.92,77.67,0.009661496,0.009304255,-199,6,4,1.083333363,1.200000048,2.215573716,48.91666667,41.25,50.33333333,73.89,11
DJK-04,261.5540924,3.36,12.73,1,639,2010.18725,AF,0.55277009,0.728392091,13905.25,0.13882496,24.79999924,639,23.79999995,9.066666444,81.68167687,65.3660939,29.33434897,18,11.10000038,23.54999987,23.86666648,24.69999981,23.10000006,1597,295,27,61.47059132,643,100,339,427,19.50101532,28.33333317,20.60000038,8.79,77.73,0.009661496,0.009304255,-200,6,4,1.083333353,1.299999952,2.1102132,49.83333333,41.25,50.75,74.34,9
DJK-05,504.9703637,3.32,12.76,1,779,2010.1865,AF,0.538978948,0.719761759,13864.25,0.137530045,24.06000076,651,23.02666675,9.033333619,82.12121472,64.9941556,28.49434123,17.25999962,11,22.81000013,23.07666718,23.90999987,22.32666686,1608,296,28,60.97188507,645,103,343,429,18.74434154,27.54333356,19.86,8.9,77.58,0.009661496,0.009304255,-197,6,4,1.066666692,1.200000048,2.335374916,49.91666667,42.08333333,49.25,68.6,9
DJK-06,273.5992191,3.33,12.76,1,639,2010.18825,AF,0.545067593,0.719761759,13889.91667,0.13776248,24.82000076,663,23.82416665,9.091666698,81.90690438,64.85852102,29.35435789,18.01999962,11.10000038,23.60333327,23.87000032,24.70333333,23.12000032,1605,296,28,61.05395427,645,103,341,429,19.51269119,28.37,20.62,8.73,77.39,0.009661496,0.009304255,-197,6,4,1.075000028,1.200000048,2.197224577,50.58333333,42.33333333,50,81.43,12
DOU-01,484.9221698,-2.36,10.35,1,NA,1984.549,AF,0.492925663,0.559654042,12034.75,0.167046276,26.20000076,240,24.69583329,7.025000731,62.72321654,148.6065286,29.6962144,18.5,11.20000076,25.38333321,22.5666666,26.16666667,22.5666666,1767,342,1,75.68269742,752,14,666,14,21.17954656,28.20833365,22.79999924,3.05,92.53,0.008732564,0.008395488,-355,6,4,1.316666683,1.799999952,2.268683541,55.58333333,25.16666667,51.16666667,80.55,12
BOR-06,222.0123027,5.35,-1.84,1,102,2001.115,AF,0.532826507,0.654687626,16008.08333,0.138738353,27.18000076,98,26.03416663,7.874999682,71.5909062,104.6087552,31.19337154,19.87999962,11,26.49666673,26.64666635,27.17999981,24.56333333,1684,279,38,51.18789005,663,184,371,340,22.41003872,29.97166648,23.58000038,15.34,79.77,0.020144901,0.019445977,-116,6,4,1.399999996,2,2.302585093,59.5,22.75,47.33333333,123.52,6
TON-01,340.3077434,6.07,-2.12,1,145,2000.125,AF,0.724718429,1.042872801,15885.58333,0.139970765,27.87999962,141,26.49250013,8.675000191,72.8991636,103.0252675,32.1360682,19.98,11.89999962,26.99666705,26.89666698,27.74666673,25.11333321,1435,229,19,51.47804429,562,128,347,351,22.41106861,30.83000022,23.87999962,16.34,73.89,0.017708033,0.016930154,-179,8,5,1.175000012,1.5,2.130213867,57.75,23.75,51.33333333,120.62,6
MNK-01,364.760974,1.16,12.81,1,503,2009.649,AF,0.444253438,0.568392244,12487.83333,0.16739825,25.12499962,548,24.07500006,8.983332952,75.49019529,88.00826979,29.53599882,17.42500076,11.89999962,24.07500006,22.82500006,24.99166705,22.82500006,1626,300,29,59.81238484,676,153,454,153,19.79433203,28.56666654,20.92500076,5,84.16,0.008902116,0.008560122,-147,7,6,1.033333346,1.200000048,2.014903021,47.16666667,38.33333333,45.33333333,45.88,5
MNK-02,336.9574566,1.15,12.81,1,503,2009.649,AF,0.444253438,0.568392244,12484.16667,0.167283774,25.14499962,552,24.09500006,9.016666412,75.77030842,88.60023395,29.55599882,17.44500076,11.89999962,24.09500006,22.84500006,25.01166705,22.84500006,1626,299,29,59.61137543,674,155,455,155,19.79766529,28.60333327,20.94500076,4.9,84.15,0.008902116,0.008560122,-145,7,6,1.033333336,1.299999952,2.1690537,45.91666667,39.33333333,45.08333333,46.46,6
HAB-02,357.6206318,0.63,10.97,1,NA,2003.4245,AF,0.416731234,0.484870749,12389.25,0.173534564,25.10000038,442,24.02083333,7.84166654,71.94188479,99.34919851,28.90180395,17.79999924,10.90000153,24.21666654,22.58333365,24.95000013,22.58333365,2001,358,6,66.03091016,815,67,640,67,20.30180325,27.9416666,21.5,7.72,79.72,0.011141775,0.01095298,-233,4,3,1.00833333,1.299999952,2.285777975,46.91666667,37.25,44.5,42.83,12
HAB-03,400.3361861,0.63,10.97,1,396,2007.23525,AF,0.416731234,0.484870749,12389.25,0.173534564,25.33000038,442,24.25083333,7.84166654,71.94188479,99.34919851,29.17354302,18.02999924,10.90000153,24.44666654,22.81333365,25.18000013,22.81333365,2001,358,6,66.03091016,815,67,640,67,20.57354232,28.1716666,21.73,7.72,79.72,0.011141775,0.01095298,-233,4,3,1.00833333,1.299999952,2.285777975,46.91666667,37.25,44.5,42.83,12
HAB-04,401.5509716,0.63,11,1,506,2005.264,AF,0.409308778,0.485946332,12362.16667,0.173590416,24.81,468,23.70166665,7.866666635,72.17125606,97.27731392,28.61346188,17.51000076,10.89999962,23.89333333,22.29333359,24.60999987,22.29333359,1992,355,7,65.85094046,809,69,638,69,19.97179483,27.63499997,21.10999924,7.19,81.89,0.010229678,0.01004054,-231,4,3,1.008333335,1.200000048,2.277267285,46.91666667,40.08333333,44.25,60.34,12
WKA-10,499.492996,-1.15,11.16,1,569,2010.2315,AF,0.497977237,0.564174619,11847.41667,0.180416983,24.98500038,446,23.78083341,7.541666508,67.33630352,117.6562489,28.65497725,17.28499962,11.20000076,24.11833327,22.05166667,24.86833359,22.05166667,2068,391,2,73.39130022,929,30,669,30,20.17997703,27.55166667,21.58500076,6.17,82.7,0.006933622,0.006736693,-305,5,4,0.991666675,1.200000048,2.558518467,48.83333333,36.91666667,45.5,60.93,15
MDC-01,320.7824019,0.62,10.41,1,647,2008.973,AF,0.346452295,0.397544888,12670.58333,0.167089178,23.94,635,22.85666659,7.883333365,71.02101887,107.4145134,28.12696715,16.73999924,11.10000038,23.08999994,21.30666679,23.83999994,21.30666679,2393,416,6,65.12167299,985,76,773,76,19.20196744,26.79833327,20.04000038,5.03,88.54,0.012012386,0.011970447,-224,4,3,1.216666669,1.600000024,2.730029108,41.08333333,42.58333333,46.83333333,43.39,10
MDC-02,449.1996424,0.62,10.41,1,623,2008.96525,AF,0.346452295,0.397544888,12670.58333,0.167089178,24.06,635,22.97666659,7.883333365,71.02101887,107.4145134,28.24687438,16.85999924,11.10000038,23.20999994,21.42666679,23.95999994,21.42666679,2393,416,6,65.12167299,985,76,773,76,19.32187467,26.91833327,20.16000038,5.03,88.54,0.012012386,0.011970447,-224,4,3,1.216666669,1.600000024,2.730029108,41.08333333,42.58333333,46.83333333,43.39,10
MDC-03,481.2322924,0.61,10.4,1,494,2009.24875,AF,0.373433996,0.430597007,12639.91667,0.166998366,24.56499962,527,23.51499998,7.883333365,71.02103107,109.0871018,28.75526762,17.36500076,11.09999847,23.76499975,21.93166705,24.51500006,21.93166705,2393,418,7,65.49352971,993,75,768,75,19.86360169,27.45666667,20.76500038,4.36,89.63,0.012012386,0.011970447,-225,4,3,1.216666669,1.5,2.746201967,40.83333333,41.08333333,46.08333333,44.87,13
MDC-04,463.8147832,0.47,10.28,1,136,2008.79125,AF,0.506626686,0.601392699,12730.5,0.165433158,26.78000076,152,25.57999992,7.716666698,69.51951742,113.51811,30.84559727,19.47999962,11.10000038,25.88000019,23.91333333,26.64666629,23.91333333,2376,417,7,69.28016349,1030,60,751,60,21.98726384,29.43833327,22.87999924,4.64,88.82,0.011200697,0.011163653,-240,4,3,1.158333331,1.600000024,2.685577345,43.08333333,37.25,46.83333333,51.12,25
MDC-05,484.9675467,0.46,10.28,1,210,2008.80225,AF,0.503995077,0.581392719,12756,0.165914264,26.36500076,143,25.21500003,7.800000191,70.27026957,113.4580483,30.43072007,19.06499962,11.10000038,25.51500038,23.54833321,26.28166648,23.54833321,2365,414,7,69.48331426,1027,59,748,59,21.58072001,29.11500013,22.46499924,5.24,87.52,0.011200697,0.011163653,-241,4,3,1.116666665,1.600000024,2.602689685,41.83333333,39.08333333,47.33333333,42.14,23
LMP-01,384.6177415,-0.25,11.6,2.5,NA,1999.59,AF,0.574883082,0.659653946,11969.16667,0.173166102,26.20000076,350,25.22083338,7.691666762,71.88473097,99.78293625,29.81567515,19,10.70000076,25.46666686,23.74999968,26.13333384,23.74999968,1770,312,3,70.00217087,767,36,558,36,21.49067439,29.06666676,22.70000076,6.07,82.73,0.00827381,0.007928334,-273,5,4,0.949999998,1.200000048,2.343407088,52.91666667,33.25,47.25,62.56,12
HAB-05,201.9508641,0.64,11.03,1,502,2005.294,AF,0.408629663,0.485946332,12342.66667,0.173986061,24.84,470,23.71083332,7.925000032,72.04545483,97.38531119,28.64376309,17.44000038,11,23.87333346,22.30666686,24.62333314,22.30666686,1978,354,7,65.74490266,800,70,635,70,19.95209601,27.67333333,21.13999924,7.5,82.63,0.010229678,0.01004054,-230,4,3,1.041666672,1.299999952,2.206441232,47.83333333,40.33333333,44.25,48.77,5
OGI-04,420.0372046,0.42,12.05,1,454,2004.541,AF,0.464133171,0.564870911,12023.16667,0.179306835,25.44000038,522,24.46499984,8.200000127,73.87387248,94.11065945,29.40083887,18.13999924,11.10000038,24.43999975,23.10666673,25.37333314,23.10666673,1660,293,9,65.24991287,675,72,510,72,20.52583903,28.5649999,21.63999924,5.28,86.62,0.00858646,0.008230861,-228,6,4,1.016666676,1.200000048,2.1690537,45.91666667,39.75,44.33333333,59.16,6
LKM-07,419.6155825,-1.31,13.72,1,424,2009.3645,AF,0.460159145,0.544870692,13226,0.11060621,25.19500038,443,24.26583319,8.125000477,76.65094514,82.08803987,29.15706741,18.39499924,10.60000038,24.29499981,23.12833314,25.14499987,23.12833314,1869,270,15,56.54494892,712,77,617,77,20.36540074,28.32833343,21.49499962,3.99,82.1,0.007121212,0.0066518,-223,5,3,1.008333345,1.200000048,2.014903021,48.83333333,38.75,46.08333333,45.67,4
HAB-06,331.1354355,0.54,11.14,1,550,2007.29675,AF,0.413460537,0.473642687,12225.58333,0.175717667,24.65499924,521,23.63000017,7.933333238,72.78287629,95.16731791,28.5788714,17.45500038,10.89999962,23.80500013,22.25499994,24.52166667,22.25499994,1939,345,6,66.45514458,790,65,621,65,19.88720496,27.59666679,20.95500038,6.05,85.28,0.010229678,0.01004054,-235,4,3,1.025000006,1.200000048,2.382627801,45.91666667,39.75,43.66666667,53.55,4
OGI-05,458.2661513,0.42,12.08,1,454,2004.541,AF,0.469948129,0.554870682,12037.83333,0.178043513,25.46500076,507,24.46916649,8.275000095,73.88392439,94.18208996,29.42583925,18.06499924,11.20000076,24.44833308,23.11499975,25.38166648,23.11499975,1649,291,10,65.22032363,671,72,506,72,20.4925057,28.60666654,21.66499962,5.59,86.16,0.00858646,0.008230861,-228,7,4,1.016666681,1.200000048,2.178532444,45.25,40.75,44.5,56.9,6
OGI-06,316.0835662,0.41,12.13,1,454,2004.545,AF,0.469509037,0.563893863,12043.91667,0.179135802,25.49499924,493,24.44499984,8.26666673,73.80951935,94.91623138,29.45587256,18.09499962,11.20000076,24.41166622,23.07833321,25.37833308,23.07833321,1645,290,10,64.79686525,669,74,502,74,20.47253865,28.57833321,21.695,5.91,85.54,0.00858646,0.008230861,-226,7,4,1.025000016,1.200000048,2.242481169,45.16666667,40,45.25,60.19,7
OGI-07,517.8599526,0.39,12.1,1,490,2008.1925,AF,0.469349567,0.573893854,12011.41667,0.178947146,25.28500076,507,24.28083329,8.225000223,74.09909856,94.61544012,29.27589424,17.98499962,11.10000038,24.23499994,22.91833333,25.20166648,22.91833333,1653,291,9,65.24096986,672,71,507,71,20.35922742,28.3933334,21.48499962,5.27,86.09,0.00858646,0.008230861,-229,6,4,1.025000011,1.200000048,2.178532444,43.91666667,41.58333333,44.33333333,60.36,5
LKM-02,389.5906565,-1.9,13.21,1,598,2008.8775,AF,0.412864328,0.482791305,12929.08333,0.115775931,24.165,531,23.15666663,7.75,73.11320492,93.00132392,27.82735549,17.06499962,10.60000038,23.28166616,21.81499994,24.09833371,21.81499994,1861,297,8,64.42696793,742,38,659,38,19.44402212,27.03166663,20.76500038,3.73,80.62,0.007260101,0.006799518,-286,5,4,1.141666666,1.600000024,2.242481169,47.33333333,40.08333333,46.66666667,48.03,10
LKM-03,388.4420698,-1.9,13.22,1,593,2008.94025,AF,0.412232123,0.482791305,12875.66667,0.114340275,24.405,574,23.34666652,7.733333111,72.95597012,93.26973764,28.06778216,17.30499962,10.60000038,23.4883327,22.00500006,24.28833352,22.00500006,1869,298,8,64.30886957,743,38,663,38,19.64278213,27.21333308,20.905,3.76,80.62,0.007260101,0.006799518,-285,5,4,1.133333335,1.600000024,2.197224577,46.91666667,41.33333333,46.58333333,48.87,10
LKM-05,344.8994981,-1.59,13.76,1,599,2005.9805,AF,0.469755451,0.553893873,13250.25,0.107704767,24.53999924,447,23.45249994,8.075000127,75.46728553,82.41043042,28.38768314,17.53999924,10.70000076,23.50666673,22.30666629,24.32333333,22.30666629,1904,271,15,57.93070632,735,71,639,71,19.56268301,27.49,20.74,4.24,78,0.007640091,0.007039067,-229,5,3,0.999999995,1.299999952,2.233592222,47.16666667,37.08333333,46,43.62,5
LKM-06,443.2325111,-1.4,13.73,1,NA,2008.143,AF,0.459594876,0.554870682,13249.25,0.11057533,25.10000038,461,24.10416643,8.058333556,76.02202562,82.39201644,28.95394185,18.20000076,10.59999847,24.14999962,22.96666654,24.98333295,22.96666654,1888,271,16,56.72481253,722,77,625,77,20.22894226,28.13333321,21.39999962,3.2,81.79,0.007121212,0.0066518,-223,5,3,1.016666676,1.200000048,1.969440646,51.25,35.66666667,45.83333333,43.38,4
