PlotCode,AGB,Lat,Long,Area,Altitude,Midpoint,Continent,VPD,VPDmax,Srad,Srad.cv,MTWM,Alt.WC,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Min.temp,Max.temp,WarmMin,CloudSD,Cloud,Warm.rate,Warm.rate2,mcwd,ndry1,ndry2,wind,wind.max,CEC,Sand,Clay,pH,Rock.depth,Rhoriz.prob
ACL-01,313.1569143,8.75,-71.5,0.259,1000,1975.7995,SA,0.506044816,0.660240507,16457.16667,0.065014545,23.21000076,1502,22.54333338,9.533333302,82.89855045,60.35247776,27.78555417,16.51,11.5,22.95999997,21.67666698,23.05999971,21.67666698,1179,148,35,40.61732816,424,129,337,129,17.5522209,27.31000003,18.51,0.44,99.36,0.02457672,0.02439496,-203,8,5,2.158333321,2.400000095,3.235405127,39.08333333,30.91666667,57.83333333,58.18,49
ALM-01,256.7256,-11.8,-71.47,2,400,2003.70325,SA,0.757812324,0.864870864,14589.25,0.068903632,25.55500076,371,24.78416663,10.99166648,83.90584852,77.47311106,31.02752305,17.855,13.10000038,25.27166667,23.68833333,25.48833321,23.68833333,2469,345,74,48.78009218,976,253,770,269,19.36085606,30.27999987,20.25499962,12.53,67.54,0.003101852,0.003877544,-47,4,3,1.075000018,1.200000048,2.63905733,44.66666667,29.58333333,52.08333333,16.73,13
BDF-03,292.0605027,-2.42,-59.85,1,75,1995.229,SA,0.586099168,0.765779877,14848.83333,0.133951091,27.34500076,104,26.53666657,8.850000381,84.28571792,47.61748033,32.24236694,21.54499962,10.5,26.21166629,26.69499987,27.22833333,26.11166686,2389,318,98,39.54214478,909,320,418,796,22.3090337,30.96166676,22.74500038,9.76,76.06,0.019345839,0.01929488,-2,1,1,1.183333357,1.299999952,2.233592222,47.5,32,41.83333333,17.07,6
BDF-04,252.297629,-2.43,-59.85,1,75,1995.35575,SA,0.582656904,0.775779868,14806.41667,0.135799139,27.40500076,116,26.55916659,8.808333874,83.88889404,48.638659,32.20481219,21.50499924,10.5,26.25499987,26.72166641,27.25499987,26.1383334,2396,317,98,39.43628586,911,320,418,797,22.3548126,30.96333352,22.80500038,9.72,76.13,0.019345839,0.01929488,-2,1,1,1.183333357,1.299999952,2.294216843,47.08333333,31.83333333,41.83333333,15.79,8
BDF-05,255.6339095,-2.43,-59.85,1,75,1995.2645,SA,0.582656904,0.775779868,14806.41667,0.135799139,27.40500076,116,26.55916659,8.808333874,83.88889404,48.638659,32.20305153,21.50499924,10.5,26.25499987,26.72166641,27.25499987,26.1383334,2396,317,98,39.43628586,911,320,418,797,22.35305194,30.96333352,22.80500038,9.72,76.13,0.019345839,0.01929488,-2,1,1,1.183333357,1.299999952,2.233592222,47.5,32,41.83333333,17.07,6
BDF-06,263.8708961,-2.41,-59.86,3,75,1995.415,SA,0.587847862,0.765779877,14878.08333,0.134579449,27.34000076,103,26.53166657,8.850000381,84.28571792,47.61748033,32.24095579,21.53999962,10.5,26.20666629,26.68999987,27.22333333,26.10666686,2387,319,99,39.38960253,908,323,416,794,22.30762255,30.95666676,22.74000038,9.85,75.77,0.019345839,0.01929488,-1,1,1,1.183333357,1.299999952,2.159484249,46.08333333,32.75,42.08333333,15.56,5
BDF-07,296.6068288,-2.4,-59.9,1,75,1995.5575,SA,0.580156907,0.775779868,14888.91667,0.133615176,27.39000076,113,26.52750002,8.758334001,84.2147531,47.91682326,32.19370493,21.58999962,10.39999962,26.20666673,26.69,27.22333314,26.10666667,2389,318,100,39.09163843,908,323,420,789,22.35203871,30.90666702,22.79000038,10.33,74.63,0.019345839,0.01929488,0,0,0,1.183333357,1.299999952,2.260025479,44.08333333,34.08333333,42.5,16.7,10
BDF-08,272.6900853,-2.4,-59.9,1,75,1995.5575,SA,0.580156907,0.775779868,14888.91667,0.133615176,27.39000076,113,26.52750002,8.758334001,84.2147531,47.91682326,32.19370493,21.58999962,10.39999962,26.20666673,26.69,27.22333314,26.10666667,2389,318,100,39.09163843,908,323,420,789,22.35203871,30.90666702,22.79000038,10.33,74.63,0.019345839,0.01929488,0,0,0,1.183333357,1.299999952,2.260025479,44.08333333,34.08333333,42.5,16.7,10
BDF-09,324.4259604,-2.4,-59.85,1,75,1997.0395,SA,0.584348312,0.775779868,14888.75,0.135346521,27.38000076,111,26.555,8.816667239,84.77564964,47.74457707,32.21229994,21.57999962,10.39999962,26.22999987,26.71333314,27.2466666,26.14666686,2389,318,101,39.35390649,909,324,415,795,22.37896708,30.96333362,22.78000038,9.09,76,0.019345839,0.01929488,0,0,0,1.183333357,1.299999952,2.178532444,48.83333333,30.75,41.08333333,15.3,4
BDF-14,317.9875211,-2.36,-59.97,1,75,1996.6995,SA,0.583467476,0.775779868,14816.83333,0.134346067,27.41000076,117,26.53499997,8.850000699,84.28572095,46.78285714,32.23573968,21.50999924,10.5,26.22666673,26.69333327,27.21,26.1433334,2411,321,101,38.47331908,917,334,430,783,22.33574006,30.96000032,22.71,9.01,76.04,0.019345839,0.01929488,0,0,0,1.183333357,1.299999952,2.242481169,42.5,34.83333333,42,11.99,7
BNT-05,268.3986339,-2.63,-60.17,1,73,1990.042,SA,0.568441888,0.745779896,14700.33333,0.135887052,27.41000076,115,26.58083316,8.841667016,85.01603212,44.23378564,32.11190192,21.60999962,10.39999962,26.27666629,26.74333314,27.20999968,26.17666686,2358,313,82,42.5417819,889,284,408,827,22.26190234,31.00166667,22.71,8.53,76.54,0.020278379,0.020210767,-18,2,1,1.166666687,1.299999952,2.025952857,48.08333333,32.75,41.75,11.7,8
BNT-06,327.327894,-2.63,-60.17,1,73,1990.042,SA,0.568441888,0.745779896,14700.33333,0.135887052,27.41000076,115,26.58083316,8.841667016,85.01603212,44.23378564,32.11190192,21.60999962,10.39999962,26.27666629,26.74333314,27.20999968,26.17666686,2358,313,82,42.5417819,889,284,408,827,22.26190234,31.00166667,22.71,8.53,76.54,0.020278379,0.020210767,-18,2,1,1.166666687,1.299999952,2.025952857,48.08333333,32.75,41.75,11.7,8
BNT-07,303.8817467,-2.63,-60.17,1,73,1990.042,SA,0.568441888,0.745779896,14700.33333,0.135887052,27.41000076,115,26.58083316,8.841667016,85.01603212,44.23378564,32.11190192,21.60999962,10.39999962,26.27666629,26.74333314,27.20999968,26.17666686,2358,313,82,42.5417819,889,284,408,827,22.26190234,31.00166667,22.71,8.53,76.54,0.020278379,0.020210767,-18,2,1,1.166666687,1.299999952,2.025952857,48.08333333,32.75,41.75,11.7,8
BOG-01,278.1343268,-0.7,-76.48,1,257,2003.6315,SA,0.469606334,0.561560063,13232.83333,0.087749858,25.58500038,254,24.99750005,8.525000413,79.67289538,50.95117342,30.1268873,19.485,10.70000076,24.63499994,25.45166654,25.53500019,24.28500019,3384,365,207,18.13078052,1033,647,710,918,20.67688638,29.26000025,21.58500038,4.76,80.95,-0.002062891,-0.003119097,0,0,0,0.983333329,1,2.63905733,49.25,30.66666667,45.83333333,16.15,13
BOG-02,196.0254314,-0.7,-76.47,1,284,2003.4575,SA,0.473498119,0.552237947,13247.75,0.089083907,25.47,278,24.89916663,8.508333524,79.51713007,51.27724923,30.01242965,19.36999962,10.70000076,24.5366666,25.35333321,25.45333327,24.18666654,3390,367,207,18.36403032,1039,645,709,922,20.58742914,29.1533334,21.47,4.74,80.79,-0.002062891,-0.003119097,0,0,0,0.983333329,1,2.63905733,48.91666667,31,45.16666667,12.69,12
CAX-01,372.0988095,-1.74,-51.46,1,15,2002.227,SA,0.504862843,0.723703455,15498.91667,0.179611637,27.15,45,26.24583322,10.00833305,87.02898302,47.16789187,32.56059961,20.65,11.5,25.9666666,26.84999981,26.84999981,25.66666673,2195,320,48,58.38233206,953,184,184,826,21.65226631,31.24999975,22.04999962,19.56,60.08,0.022175325,0.023834655,-132,5,4,1.724999984,2.099999905,2.41293315,43.75,34.08333333,43.75,52.08,7
CAX-02,357.0096002,-1.74,-51.46,1,15,2002.727,SA,0.504769519,0.712826431,15471.66667,0.180633144,27.04999962,45,26.23333333,9.916666349,86.23188129,49.00523956,32.57251694,20.65,11.5,25.93333346,26.79999994,26.86666654,25.63333359,2190,320,48,58.34950632,949,183,184,823,21.69751709,31.19166651,22.04999962,20.01,58.21,0.022175325,0.023834655,-133,5,4,1.724999984,2.099999905,2.491827093,45.41666667,31.58333333,44.5,52.87,6
CUZ-01,251.536704,-12.54,-69.06,1,190,2002.059,SA,0.679530034,0.870506267,14522.25,0.080233311,26.45499962,201,25.42583348,10.40833267,78.25814483,101.9014272,31.61745416,18.25500076,13.29999924,26.08833378,24.00500013,26.305,23.93833352,2060,310,53,58.31609134,890,170,662,210,20.2841213,30.62999981,21.35499924,13.57,69.54,0.003024291,0.003661068,-134,5,4,1.449999998,1.700000048,2.538973871,37.91666667,28.5,49.33333333,25.07,2
CUZ-02,241.627777,-12.54,-69.06,1,190,2002.063,SA,0.677911482,0.870506267,14551.25,0.081088868,26.46999962,204,25.44083332,10.37499952,79.19846734,99.98770046,31.53246842,18.36999924,13.10000038,26.10333378,24.03666654,26.30333327,23.98666635,2052,309,53,58.3689975,887,169,659,208,20.31580236,30.62833308,21.36999924,13.91,68.76,0.003024291,0.003661068,-136,6,5,1.449999998,1.700000048,2.538973871,38.25,28.5,48.33333333,29.94,6
CUZ-03,229.8578835,-12.53,-69.05,1,190,2002.0765,SA,0.677911482,0.870506267,14551.25,0.081088868,26.46999962,204,25.44083332,10.37499952,79.19846734,99.98770046,31.53251784,18.36999924,13.10000038,26.10333378,24.03666654,26.30333327,23.98666635,2052,309,53,58.3689975,887,169,659,208,20.31585178,30.62833308,21.36999924,13.91,68.76,0.003024291,0.003661068,-136,6,5,1.449999998,1.700000048,2.538973871,38.25,28.5,48.33333333,29.94,6
CUZ-04,263.6650211,-12.54,-69.05,1,190,2002.0915,SA,0.677911482,0.870506267,14551.25,0.081088868,26.46999962,204,25.44083332,10.37499952,79.19846734,99.98770046,31.53257276,18.36999924,13.10000038,26.10333378,24.03666654,26.30333327,23.98666635,2052,309,53,58.3689975,887,169,659,208,20.3159067,30.62833308,21.36999924,13.91,68.76,0.003024291,0.003661068,-136,6,5,1.449999998,1.700000048,2.538973871,38.25,28.5,48.33333333,29.94,6
ELD-05,355.0771396,6.11,-61.41,0.5,220,1993.652,SA,0.717970082,0.869857785,17897.66667,0.098464771,26.13499962,167,25.47666648,9.633332888,84.5029229,47.37823052,31.27508983,19.83500038,11.39999962,25.20166654,25.15166635,25.95166654,24.93499981,1961,299,63,44.39027021,718,253,535,282,20.70008986,30.29333292,21.63499962,7.6,68.72,0.003987494,0.004633591,-55,5,3,1.916666677,2.599999905,2.922265122,39.16666667,35.33333333,51.33333333,18.18,21
ELD-06,216.2020019,6.09,-61.4,0.5,404,1993.651,SA,0.646208468,0.799761922,17973.5,0.104304354,25.45500076,455,24.80916687,9.391666889,84.60960871,47.64730205,30.49508596,19.35500038,11.10000038,24.55500019,24.4383334,25.32166692,24.25500032,2065,350,64,52.26087764,853,220,566,239,20.15341862,29.50500032,20.95500076,8.35,71.08,0.003987494,0.004633591,-89,5,4,1.941666673,2.599999905,2.798297079,40.08333333,38.08333333,48.58333333,16.34,22
HCC-21,212.1969322,-14.53,-60.74,1,729,2005.02475,SA,0.672411623,1.080001241,14540.33333,0.085183285,24.94999962,739,23.37916673,12.94166692,75.2422462,126.2835559,31.15303161,13.94999962,17.20000076,24.05,21.78333359,24.60000019,21.50000013,1563,269,12,72.46010709,738,59,539,90,16.9113645,29.85000019,19.05,19.02,70.07,0.001474266,0.000151374,-328,8,5,2.458333333,2.799999952,2.1690537,55.83333333,28.33333333,48.41666667,23.68,6
HCC-22,232.3755213,-14.53,-60.73,1,747,2005.02725,SA,0.672411623,1.080001241,14540.33333,0.085183285,24.85999962,739,23.28916673,12.94166692,75.2422462,126.2835559,31.06303199,13.85999962,17.20000076,23.96,21.69333359,24.51000019,21.41000013,1563,269,12,72.46010709,738,59,539,90,16.82136487,29.76000019,18.96,19.02,70.07,0.001474266,0.000151374,-328,8,5,2.458333333,2.799999952,2.1690537,55.83333333,28.33333333,48.41666667,23.68,6
IND-01,307.3520675,-3.52,-72.85,1,111,1994.1995,SA,0.522338156,0.622056091,12996.08333,0.090769529,26.70499924,92,26.15916652,9.425000032,81.95652202,44.54102469,31.59484763,20.20499924,11.5,26.155,25.72166597,26.655,25.53833289,3057,329,173,21.64556875,938,551,758,587,21.33651491,30.87166654,22.00500038,6.67,68.53,-0.010893458,-0.011973651,0,0,0,0.783333331,0.899999976,2.818398258,39.75,25.91666667,51.33333333,20.01,7
INF-01,266.9697427,-12.73,-69.7,1.3,226,1992.3745,SA,0.681353327,0.842237909,14745.41667,0.092128,25.98,222,25.12583341,10.19166644,79.62239884,99.71455711,31.00626166,18.18000076,12.79999924,25.83000006,23.71333327,25.94666654,23.68000013,3011,450,100,52.29578511,1269,320,941,353,20.05626185,30.22166663,20.98,14.61,64.05,0.003020683,0.003561144,0,0,0,1.383333335,1.600000024,2.449567283,39.66666667,27.41666667,48.66666667,27.77,3
JAC-01,294.9158717,-2.61,-60.21,5,73,2003.976,SA,0.572971805,0.75697984,14733.33333,0.132094851,27.30999924,75,26.48499983,8.849999905,85.09615605,44.7975418,32.29351912,21.51,10.39999962,26.17666635,26.65999994,27.12666679,26.07666629,2349,312,83,42.23482257,883,285,408,822,22.44351938,30.90999978,22.61000038,8.9,76.68,0.020278379,0.020210767,-17,2,1,1.166666687,1.299999952,2.068970242,45.58333333,35.75,42.08333333,11.94,7
JAC-02,289.0385713,-2.62,-60.2,5,73,2003.976,SA,0.571076486,0.735779906,14719.08333,0.133690428,27.28500076,90,26.50166651,8.78333346,85.27508846,44.48357494,32.26851874,21.585,10.29999924,26.20166616,26.66833333,27.13499987,26.11833314,2354,312,82,42.24904009,885,285,410,824,22.49351928,30.89333324,22.68500038,8.27,77.12,0.020278379,0.020210767,-18,2,1,1.166666687,1.299999952,2.159484249,46.91666667,34.58333333,42,9.7,6
JAS-02,216.4237612,-1.07,-77.62,1,452,1999.56075,SA,0.399010233,0.472040924,13369.91667,0.090002305,24.14999924,422,23.67083344,8.374999841,83.74999841,43.24657475,28.63595653,18.55000076,10,23.36666641,24.00000025,24.03333371,23.01666667,4279,484,248,20.80633145,1349,797,961,1225,19.56928929,27.85833337,20.05000076,4.97,73.44,0.005772607,0.005903251,0,0,0,1.225000014,1.299999952,2.442347035,40.83333333,36.41666667,47.58333333,11.38,10
JAS-03,225.6297569,-1.08,-77.61,1,384,2000.1935,SA,0.401858021,0.466205414,13363.08333,0.092613306,24.53499924,431,24.03083335,8.358333111,83.58333111,44.38768573,29.02469181,18.93500076,10,23.70166622,24.35166679,24.41833371,23.36833321,4284,488,247,21.04144471,1354,795,960,1231,19.94135784,28.2099999,20.43500076,4.53,73.81,0.005772607,0.005903251,0,0,0,1.225000014,1.299999952,2.41293315,43.75,34.08333333,47.33333333,13.84,13
JRI-01,409.4398855,-0.89,-52.19,1,150,1991.0005,SA,0.515589794,0.752826393,15837.25,0.16940431,26.70999962,112,25.73499995,9.816666444,83.90312653,58.71736243,31.92887314,20.10999924,11.70000076,25.3766666,26.51000013,26.51000013,25.06,2441,352,51,52.96382766,1003,208,208,820,20.94553987,30.64333317,21.70999962,11.5,69.39,0.018455988,0.019810539,-92,4,3,1.716666649,2.099999905,2.187922185,43.83333333,35.08333333,45.5,30.87,8
LFB-01,230.6156503,-14.58,-60.83,1,245,2003.576,SA,0.782827221,1.209618786,14915.58333,0.084836002,26.965,238,25.42749986,12.15833298,74.59100339,131.3760092,32.76781116,16.465,16.29999924,26.16500013,23.69833327,26.64833276,23.48166673,1478,261,12,73.60997993,708,56,508,87,19.35114529,31.50666635,21.36499962,23.47,62.07,0.001474266,0.000151374,-341,8,5,2.408333341,2.799999952,2.058388132,52.91666667,25.5,52.33333333,22.6,9
LFB-02,269.1982388,-14.58,-60.83,1,227,2003.58975,SA,0.782827221,1.209618786,14915.58333,0.084836002,27.055,238,25.51749986,12.15833298,74.59100339,131.3760092,32.85781324,16.555,16.29999924,26.25500013,23.78833327,26.73833276,23.57166673,1478,261,12,73.60997993,708,56,508,87,19.44114737,31.59666635,21.45499962,23.47,62.07,0.001474266,0.000151374,-341,8,5,2.408333341,2.799999952,2.058388132,52.91666667,25.5,52.33333333,22.6,9
MRB-01,190.08533,-5.73,-49.05,2,90,1992.164,SA,0.730982932,1.194687588,15493,0.157191098,27.42999924,116,26.60916643,11.94166644,81.23582193,54.41665634,33.71144366,18.83000076,14.70000076,25.91333346,26.86333263,27.27999962,25.91333346,1701,303,23,68.85142881,811,95,191,811,20.81977534,32.57999965,22.13,17.31,74.07,0.024246032,0.025326931,-256,7,4,1.466666659,1.799999952,1.884541203,50.33333333,29.66666667,48.33333333,37.28,0
MRB-02,296.1576604,-5.72,-49.03,2,90,1992.209,SA,0.720458319,1.193703483,15374.83333,0.156666332,27.43500038,157,26.65583344,12.04166683,81.36261788,56.82744639,33.81758108,18.835,14.79999924,25.91833302,26.91833397,27.35166737,25.91833302,1694,303,23,69.04846515,810,95,189,810,20.81758188,32.67666686,22.23499962,18.8,72.11,0.024246032,0.025326931,-257,7,4,1.466666659,1.799999952,2.079441542,51.41666667,29.5,48.41666667,40.55,4
MRB-03,350.8109921,-5.7,-49,2,90,1992.209,SA,0.717101601,1.182826459,15382.25,0.161201357,27.37000038,144,26.54500025,12.01666705,81.7460301,55.77959548,33.651985,18.77,14.70000076,25.82000019,26.83666692,27.23666686,25.82000019,1679,302,22,69.62521487,806,92,184,806,20.71865096,32.55333378,22.06999924,20.61,68.33,0.024341631,0.025244033,-262,7,4,1.466666659,1.799999952,1.969440646,50.58333333,30.58333333,48.91666667,38.13,3
MNU-03,227.839335,-11.9,-71.4,2,312,2002.17225,SA,0.75988694,0.863894054,14566,0.079285409,25.95499924,343,25.23000013,10.95000013,83.5877848,79.58700562,31.42158691,18.25500038,13.10000038,25.73833333,24.0883334,25.93833346,24.0883334,2574,360,82,48.17236889,1017,273,797,273,19.82158621,30.70500019,20.655,13.75,63.95,0.003101852,0.003877544,-30,3,2,1.091666689,1.200000048,2.498699972,50.58333333,25.33333333,51.75,32.87,15
MNU-05,296.114074,-11.88,-71.41,2.25,347,2002.13975,SA,0.75988694,0.863894054,14634.5,0.075575798,25.78499924,344,25.06000013,10.95000013,83.5877848,79.58700562,31.25146089,18.08500038,13.10000038,25.56833333,23.9183334,25.76833346,23.9183334,2546,356,78,48.44071408,1007,264,791,264,19.65146019,30.53500019,20.485,13.04,64.77,0.003101852,0.003877544,-37,3,2,1.091666689,1.200000048,2.456735773,51.58333333,23.41666667,51.91666667,35.22,13
MNU-06,303.0956538,-11.89,-71.4,2.25,345,2001.205,SA,0.760697512,0.863894054,14610.91667,0.074988112,25.89999962,345,25.07500013,10.95000013,83.5877848,79.58700562,31.26283636,18.10000038,13.10000038,25.58333333,23.9333334,25.78333346,23.9333334,2567,359,81,48.13370712,1014,271,796,271,19.66283566,30.55000019,20.5,13.07,64.74,0.003101852,0.003877544,-32,3,2,1.091666689,1.200000048,2.491827093,50.58333333,25.33333333,51.33333333,34.44,13
MNU-08,351.7978622,-12,-71.24,2,295,2002.2465,SA,0.75521832,0.863894054,14635.83333,0.080110112,26.00999924,337,25.24333338,10.88333337,83.07887823,82.30578599,31.47687482,18.31000038,13.10000038,25.81000006,24.06000006,25.96,24.06000006,2732,384,91,47.63255018,1082,297,843,297,19.86854075,30.68500006,20.71,12.88,64.48,0.003101852,0.003877544,-13,3,2,1.108333339,1.299999952,2.564949357,49.25,24.66666667,50.08333333,34.72,14
RIO-03,344.6638767,8.11,-61.69,0.5,312,1993.6575,SA,0.678845034,0.864870864,17882.5,0.08430686,25.64499924,281,25.00333354,9.199999968,84.40367239,54.93109764,30.51272932,19.54500076,10.89999962,24.99500057,24.4116666,25.51166698,24.22833321,1541,268,63,49.52556203,670,198,408,226,20.4710625,29.60333352,21.14499924,7.63,63.58,0.00597102,0.007823152,-111,6,5,2.191666663,2.799999952,2.740840024,45.58333333,33.58333333,57.08333333,36.19,18
SUC-01,264.2197969,-3.25,-72.91,1,107,2003.81325,SA,0.544693361,0.62139268,12928.08333,0.091656978,26.90499924,128,26.33416675,9.19166708,81.34217831,42.45094945,31.59573005,20.50499962,11.30000114,26.30499981,25.92166692,26.80500013,25.75500025,3149,337,193,19.29586122,960,599,771,639,21.52906249,30.93000029,22.30500076,8.63,76.18,-0.010152718,-0.011123581,0,0,0,0.783333331,0.899999976,2.390290673,46.75,26.33333333,43.75,15.2,1
SUC-02,267.6290207,-3.25,-72.9,1,98,2003.82675,SA,0.552352823,0.642056071,12900.16667,0.093589087,26.98499962,115,26.38499987,9.216666857,80.84795759,43.32750664,31.67557835,20.48499962,11.39999962,26.31833327,25.96833289,26.86833314,25.80166654,3150,337,195,19.18429021,962,602,769,641,21.56724556,30.9933333,22.38499924,7.2,76.79,-0.010152718,-0.011123581,0,0,0,0.783333331,0.899999976,2.294216843,46.5,26.41666667,43.41666667,17.92,1
SUC-04,286.6911155,-3.25,-72.89,1,107,2008.342,SA,0.544716122,0.62139268,12862.83333,0.091783048,26.90999924,129,26.33916667,9.175000509,81.19468654,43.8726584,31.55035413,20.50999962,11.30000114,26.29333308,25.91000019,26.84333327,25.74333352,3161,337,196,19.14697803,963,604,771,645,21.49201978,30.92666692,22.31000076,6.88,77.05,-0.010152718,-0.011123581,0,0,0,0.783333331,0.899999976,2.367123614,46.5,26.58333333,43.33333333,19.73,2
SUC-05,281.4566347,-3.26,-72.89,1,118,2008.3215,SA,0.544716122,0.62139268,12911.08333,0.091183095,26.88999924,136,26.31083338,9.19166708,81.34217831,42.93008698,31.53058216,20.48999962,11.30000114,26.27333308,25.89000019,26.79000013,25.72333352,3155,338,194,19.31141636,962,602,771,641,21.45558124,30.90666692,22.29000076,7.47,76.71,-0.010152718,-0.011123581,0,0,0,0.783333331,0.899999976,2.390290673,47.25,27.08333333,44.08333333,17.24,1
SUM-01,296.9429148,-0.6,-77.63,0.82,1200,1995.947,SA,0.318857118,0.383282601,12206.58333,0.079726789,20.99000038,1878,20.63583348,9.108333429,85.124613,32.50582318,25.94704748,15.19000019,10.69999981,20.30666683,20.77333337,20.97333317,20.14000016,3104,391,146,31.73496805,1093,488,554,1051,16.13871424,25.19000019,16.49000038,1.61,95.61,0.00509139,0.005211243,0,0,0,1.949999978,2.200000048,3.590439381,37.58333333,27.33333333,52.58333333,9.52,32
TAM-01,222.418577,-12.84,-69.29,1,205,1999.23775,SA,0.668152084,0.841560034,14545.08333,0.076782369,26.22500076,210,25.26250011,10.17500035,78.87596237,102.6052814,31.27712613,18.32499924,12.90000153,25.97500013,23.82499987,26.14166711,23.775,2491,376,76,55.50286365,1071,241,787,277,20.2271253,30.35000029,21.22500076,14.71,65.35,0.003024291,0.003661068,-59,4,3,1.458333333,1.700000048,2.463853241,37,27.16666667,47.83333333,25.33,2
TAM-02,248.1242607,-12.83,-69.29,1,210,1997.2875,SA,0.666499655,0.841560034,14614.16667,0.07932878,26.21000076,212,25.24333343,10.16666698,78.81136265,102.2548932,31.25498613,18.30999924,12.90000153,25.9433334,23.80999987,26.11000038,23.76,2484,376,77,55.49804454,1068,241,785,276,20.20498531,30.32666692,21.21000076,14.95,65.34,0.003024291,0.003661068,-59,4,3,1.458333333,1.700000048,2.442347035,39,26.25,47.58333333,23.69,2
TAM-05,240.2808784,-12.83,-69.27,1,220,1999.19875,SA,0.66186064,0.841560034,14616.5,0.082178573,26.19500076,219,25.21583354,10.19166676,79.00515935,101.5887235,31.24698335,18.29499924,12.90000153,25.91166667,23.79499987,26.09500038,23.745,2451,370,75,55.79597399,1054,235,775,269,20.17198275,30.31166692,21.19500076,16.41,65.57,0.003024291,0.003661068,-65,4,3,1.458333333,1.700000048,2.552045953,37,27.25,48.58333333,29.93,3
TAM-07,245.0290669,-12.83,-69.26,1,225,1999.22725,SA,0.66709044,0.851560025,14631.33333,0.083320912,26.19000076,223,25.17333356,10.21666654,78.58974261,103.4261718,31.24208769,18.19000076,13,25.89000025,23.72333327,26.05666692,23.6733334,2441,370,75,55.91783732,1052,234,771,269,20.11708721,30.28166683,21.09000038,16.55,65.26,0.003024291,0.003661068,-66,4,3,1.458333333,1.700000048,2.552045953,36.25,28.25,48.66666667,26.75,8
TAM-08,218.2463848,-12.83,-69.27,1,220,2008.109,SA,0.66186064,0.841560034,14616.5,0.082178573,26.19500076,219,25.21583354,10.19166676,79.00515935,101.5887235,31.27960438,18.29499924,12.90000153,25.91166667,23.79499987,26.09500038,23.745,2451,370,75,55.79597399,1054,235,775,269,20.20460377,30.31166692,21.19500076,16.41,65.57,0.003024291,0.003661068,-65,4,3,1.458333333,1.700000048,2.552045953,37,27.25,48.58333333,29.93,3
TAP-01,272.8299614,-3.31,-54.94,1,100,1989.501,SA,0.460486479,0.650035185,14792.83333,0.171312944,26.85999962,192,25.9641666,9.808333397,84.55459547,58.63827198,32.05982209,20.35999962,11.60000038,25.46000032,26.66000013,26.72666673,25.46000032,1840,306,38,62.44451291,833,150,190,774,21.15982199,30.8683333,21.85999962,10.7,74.57,0.021897547,0.022177758,-183,7,5,1.291666677,1.600000024,1.969440646,48.16666667,41,41.5,33.46,8
TAP-02,353.4510489,-3.31,-54.95,1,100,1989.501,SA,0.462925795,0.670382574,14803.5,0.171206359,26.965,193,25.97749997,9.758333206,84.85507136,58.19735106,32.06482209,20.465,11.5,25.48166705,26.68166686,26.73166673,25.46500032,1836,306,38,62.3567218,831,150,190,773,21.19815545,30.85666657,21.86499962,11.61,74.53,0.021897547,0.022177758,-183,7,5,1.291666677,1.600000024,2.025952857,48.58333333,41.33333333,41.5,28.25,10
TAP-03,402.2898834,-3.31,-54.94,1,100,1989.501,SA,0.460486479,0.650035185,14792.83333,0.171312944,26.85999962,192,25.9641666,9.808333397,84.55459547,58.63827198,32.05982209,20.35999962,11.60000038,25.46000032,26.66000013,26.72666673,25.46000032,1840,306,38,62.44451291,833,150,190,774,21.15982199,30.8683333,21.85999962,10.7,74.57,0.021897547,0.022177758,-183,7,5,1.291666677,1.600000024,2.025952857,47.58333333,42,41.58333333,29.87,8
TIP-02,237.430269,-0.63,-76.14,0.8,243,2004.604,SA,0.479055557,0.580130951,13323.33333,0.086359386,25.83499962,230,25.16833327,8.73333327,78.6786754,55.65042914,30.4738536,19.435,11.10000038,24.80166679,25.685,25.78500006,24.40166654,3198,346,189,20.32021192,998,578,643,875,20.74051985,29.5349999,21.73499924,4.14,80.77,-0.002062891,-0.003119097,0,0,0,0.941666653,1,2.48490665,47.58333333,26,45.58333333,19.24,4
YAN-01,260.8252138,-3.43,-72.84,1,132,1999.45825,SA,0.520592183,0.61139269,13122.41667,0.081940661,26.62000076,116,26.0824999,9.258333842,81.9321496,44.72771476,31.35917286,20.21999924,11.30000114,26.06999994,25.63666654,26.56999994,25.45333314,3106,334,183,20.79345664,949,574,766,608,21.29250546,30.71166683,22.02000038,7.52,73.33,-0.010152718,-0.011123581,0,0,0,0.783333331,0.899999976,2.590267165,48.91666667,22.25,47.91666667,16.38,5
YAN-02,291.3566325,-3.43,-72.84,1,109,2008.318,SA,0.520592183,0.61139269,13122.41667,0.081940661,26.73500076,116,26.1974999,9.258333842,81.9321496,44.72771476,31.37562071,20.33499924,11.30000114,26.18499994,25.75166654,26.68499994,25.56833314,3106,334,183,20.79345664,949,574,766,608,21.30895331,30.82666683,22.13500038,7.52,73.33,-0.010152718,-0.011123581,0,0,0,0.783333331,0.899999976,2.63905733,48.83333333,23.66666667,47.25,18.29,5
